Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
402,17735,11359,0.640485,0.20511,1.28097,3188,1.86647,2.91415
6,137,127,0.927007,0.429671,1.85401,5,0.38943,0.420094
384,10045,4771,0.474963,0.112795,0.949925,2637,1.71594,3.61279
98,2650,1748,0.659623,0.217551,1.31925,451,1.34429,2.03796
227,6078,4258,0.700559,0.245392,1.40112,910,1.05946,1.5123
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
4,112,106,0.946429,0.447864,1.89286,3,0.365305,0.385983
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
152,4947,3809,0.769962,0.29642,1.53992,569,1.01326,1.31599
554,17077,11715,0.68601,0.235305,1.37202,2681,1.1434,1.66673
714,35863,19131,0.533447,0.142283,1.06689,8366,2.57255,4.82251
2,49,47,0.959184,0.460017,1.91837,1,0.294296,0.306819
250,6325,4813,0.760949,0.289521,1.5219,756,0.795553,1.04548
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
1390,51933,27381,0.527237,0.138989,1.05447,12276,1.87292,3.55233
50,884,754,0.852941,0.363754,1.70588,65,0.441135,0.517193
70,879,661,0.751991,0.282745,1.50398,109,0.528834,0.703245
330,11457,6785,0.592214,0.175359,1.18443,2336,1.74393,2.94476
3,9,3,0.333333,0.0555556,0.666667,3,1.0,3.0
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904
153,2511,1861,0.741139,0.274644,1.48228,325,0.624756,0.842968
2,55,53,0.963636,0.464298,1.92727,1,0.28601,0.296803
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
698,29374,15486,0.527201,0.13897,1.0544,6944,2.22661,4.22345
158,3437,2623,0.763166,0.291211,1.52633,407,0.728429,0.954484
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
911,51712,20356,0.393642,0.0774769,0.787283,15678,3.65107,9.2751
2,31,29,0.935484,0.437565,1.87097,1,0.332193,0.355103
59,998,814,0.815631,0.332627,1.63126,92,0.519849,0.637358
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
542,30465,20557,0.674774,0.22766,1.34955,4954,2.03849,3.021
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
104,3263,2273,0.696598,0.242625,1.3932,495,1.35457,1.94455
345,14171,7585,0.535248,0.143245,1.0705,3293,2.29919,4.29556
13798,1667020,639408,0.383563,0.0735605,0.767127,513806,5.9849,15.6034
3,14,10,0.714286,0.255102,1.42857,2,0.566849,0.793589
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
60,986,846,0.858012,0.368092,1.71602,70,0.389627,0.454104
52,1724,1616,0.937355,0.439317,1.87471,54,0.320831,0.342272
3,8,4,0.5,0.125,1.0,2,0.698634,1.39727
900,49966,20534,0.410959,0.0844438,0.821919,14716,3.47993,8.46783
172,4633,2727,0.588603,0.173227,1.17721,953,1.51139,2.56776
44,1398,1308,0.935622,0.437695,1.87124,45,0.325107,0.347477
4153,327765,160151,0.488615,0.119372,0.977231,83807,3.65871,7.48792
3,104,100,0.961538,0.462278,1.92308,2,0.329839,0.343032
228,6786,3252,0.479222,0.114827,0.958444,1767,2.02261,4.22062
45,1094,990,0.904936,0.409455,1.80987,52,0.38019,0.420129
182,4340,3140,0.723502,0.261728,1.447,600,0.906288,1.25264
3,31,27,0.870968,0.379292,1.74194,2,0.442924,0.508542
2718,182579,109037,0.597204,0.178327,1.19441,36771,2.57129,4.30554
98,2917,2699,0.925266,0.428058,1.85053,109,0.320986,0.346913
57,835,693,0.82994,0.3444,1.65988,71,0.426258,0.513601
43,1147,1061,0.925022,0.427833,1.85004,43,0.326804,0.353293
727,30403,19687,0.647535,0.209651,1.29507,5358,1.64402,2.53889
586,31163,24483,0.785643,0.308618,1.57129,3340,1.26838,1.61445
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
55,1650,1534,0.929697,0.432168,1.85939,58,0.327728,0.35251
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
45,783,693,0.885057,0.391663,1.77011,45,0.345505,0.390376
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
60,976,834,0.854508,0.365092,1.70902,71,0.395778,0.463164
323,10399,7153,0.687855,0.236572,1.37571,1623,1.25087,1.8185
3,13,9,0.692308,0.239645,1.38462,2,0.581669,0.840188
207,4604,3484,0.756733,0.286323,1.51347,560,0.738505,0.975912
3,9,3,0.333333,0.0555556,0.666667,3,1.0,3.0
86,1600,1250,0.78125,0.305176,1.5625,175,0.63503,0.812838
5459,582978,165716,0.284258,0.0404012,0.568515,208631,6.62853,23.3187
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
277,9301,5657,0.608214,0.184962,1.21643,1822,1.65742,2.72507
903,38952,22044,0.565927,0.160137,1.13185,8454,2.03944,3.60371
52,1324,1208,0.912387,0.416225,1.82477,58,0.357241,0.391546
553,21539,11499,0.533869,0.142508,1.06774,5020,2.09491,3.92402
4,94,88,0.93617,0.438207,1.87234,3,0.379224,0.40508
102,2957,1761,0.595536,0.177332,1.19107,598,1.68907,2.83621
91,1899,1323,0.696682,0.242683,1.39336,288,0.965256,1.3855
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
118,2661,2137,0.803082,0.32247,1.60616,262,0.648235,0.807184
2,114,112,0.982456,0.48261,1.96491,1,0.242636,0.246969
495,8195,2559,0.312264,0.0487543,0.624527,2818,1.45465,4.65841
3,40,36,0.9,0.405,1.8,2,0.413364,0.459293
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
2,76,74,0.973684,0.47403,1.94737,1,0.265042,0.272206
2,58,56,0.965517,0.466112,1.93103,1,0.28235,0.292434
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
121,3147,2599,0.825866,0.341027,1.65173,274,0.647353,0.783847
3,46,42,0.913043,0.416824,1.82609,2,0.398701,0.436672
46,1480,1384,0.935135,0.437239,1.87027,48,0.329115,0.351944
363,12941,6169,0.476702,0.113622,0.953404,3386,2.26844,4.75861
791,43504,26130,0.600634,0.180381,1.20127,8687,2.36762,3.94187
177,4012,2906,0.724327,0.262325,1.44865,553,0.867024,1.19701
67,2591,2437,0.940563,0.44233,1.88113,77,0.336666,0.35794
503,15649,9491,0.606492,0.183917,1.21298,3079,1.45935,2.40622
44,1350,1258,0.931852,0.434174,1.8637,46,0.333941,0.358363
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
57,1041,837,0.804035,0.323236,1.60807,102,0.59296,0.73748
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
39,615,449,0.730081,0.266509,1.46016,83,0.762912,1.04497
194,5426,4114,0.758201,0.287435,1.5164,656,0.905446,1.1942
50,625,523,0.8368,0.350117,1.6736,51,0.364732,0.435865
687,53901,42629,0.790876,0.312742,1.58175,5636,1.73383,2.19229
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
38,938,800,0.852878,0.363701,1.70576,69,0.610829,0.716197
7,103,89,0.864078,0.373315,1.72816,7,0.495778,0.573765
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
725,27994,15648,0.558977,0.156228,1.11795,6173,1.91462,3.42523
52,987,871,0.882472,0.389379,1.76494,58,0.372446,0.422048
2,60,58,0.966667,0.467222,1.93333,1,0.28006,0.289718
48,866,742,0.856813,0.367064,1.71363,62,0.439639,0.513109
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
48,725,601,0.828966,0.343592,1.65793,62,0.451484,0.544635
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
172,4007,2957,0.737959,0.272291,1.47592,525,0.847179,1.148
99,1902,1514,0.796004,0.316811,1.59201,194,0.59754,0.750674
83,1722,1416,0.8223,0.338088,1.6446,153,0.569595,0.692686
50,838,568,0.677804,0.229709,1.35561,135,0.923468,1.36244
522,23157,10911,0.471175,0.111003,0.94235,6123,2.68744,5.7037
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545
55,950,836,0.88,0.3872,1.76,57,0.347986,0.395438
253,7690,5666,0.736801,0.271438,1.4736,1012,1.02934,1.39704
231,5171,4163,0.805067,0.324066,1.61013,504,0.587512,0.729768
53,1311,1199,0.914569,0.418218,1.82914,56,0.338879,0.370535
4,77,71,0.922078,0.425114,1.84416,3,0.396386,0.429884
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
48,828,730,0.881643,0.388647,1.76329,49,0.349774,0.39673
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
57,1618,1466,0.906057,0.41047,1.81211,76,0.415466,0.458543
47,1613,1317,0.816491,0.333329,1.63298,148,0.981618,1.20224
46,1377,1283,0.931736,0.434066,1.86347,47,0.325472,0.349318
294,8519,6209,0.728841,0.265605,1.45768,1155,0.999525,1.37139
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
2,43,41,0.953488,0.45457,1.90698,1,0.304238,0.319078
9676,885313,436995,0.493605,0.121823,0.98721,224159,3.89543,7.89179
285,8251,4539,0.550115,0.151313,1.10023,1856,1.66276,3.02256
885,38467,23939,0.622326,0.193645,1.24465,7264,1.79013,2.87651
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
659,25716,17296,0.672577,0.22618,1.34515,4210,1.44856,2.15374
441,19398,11110,0.572739,0.164015,1.14548,4144,2.19154,3.82641
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
39,452,366,0.809735,0.327835,1.61947,43,0.415107,0.512645
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
49,1547,1401,0.905624,0.410077,1.81125,73,0.467054,0.515727
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
102,1886,1490,0.790032,0.312075,1.58006,198,0.592586,0.750079
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
3,28,24,0.857143,0.367347,1.71429,2,0.455872,0.531851
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
3,71,67,0.943662,0.445249,1.88732,2,0.358938,0.380367
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
81,1090,834,0.765138,0.292718,1.53028,128,0.52019,0.679865
90,3102,2770,0.892972,0.3987,1.78594,166,0.528224,0.591535
2,71,69,0.971831,0.472228,1.94366,1,0.269203,0.277006
59,1781,1661,0.932622,0.434892,1.86524,60,0.31282,0.33542
57,1308,1138,0.870031,0.378477,1.74006,85,0.478427,0.549897
8,87,69,0.793103,0.314507,1.58621,9,0.57856,0.729489
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
84,774,240,0.310078,0.048074,0.620155,267,1.10012,3.54788
54,2052,1928,0.939571,0.441397,1.87914,62,0.346622,0.368916
171,7010,5608,0.8,0.32,1.6,701,1.06595,1.33244
3,48,44,0.916667,0.420139,1.83333,2,0.394432,0.430289
2,51,49,0.960784,0.461553,1.92157,1,0.291375,0.303268
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357
3,10,6,0.6,0.18,1.2,2,0.640168,1.06695
504,13816,8710,0.630428,0.19872,1.26086,2553,1.22342,1.94062
2,59,57,0.966102,0.466676,1.9322,1,0.281191,0.291057
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
45,1644,1550,0.942822,0.444457,1.88564,47,0.324748,0.344443
8,34,20,0.588235,0.17301,1.17647,7,0.566685,0.963364
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
224,8892,6950,0.781601,0.30545,1.5632,971,1.09769,1.40441
185,3867,2911,0.75278,0.283339,1.50556,478,0.720221,0.956749
55,1776,1652,0.93018,0.432618,1.86036,62,0.346887,0.372924
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
71,2376,2230,0.938552,0.44044,1.8771,73,0.30455,0.324489
42,1479,1395,0.943205,0.444818,1.88641,42,0.315431,0.334425
3,33,29,0.878788,0.386134,1.75758,2,0.435309,0.495352
864,25497,12615,0.494764,0.122396,0.989528,6441,1.69179,3.41938
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
76,1279,677,0.52932,0.14009,1.05864,301,1.27462,2.40804
199,4189,3351,0.799952,0.319962,1.5999,419,0.581282,0.726646
4,25,17,0.68,0.2312,1.36,4,0.706727,1.0393
115,4523,3979,0.879726,0.386959,1.75945,272,0.647026,0.735486
411,15849,11131,0.702316,0.246624,1.40463,2359,1.36658,1.94581
94,3189,2969,0.931013,0.433392,1.86203,110,0.333985,0.358733
58,1300,1174,0.903077,0.407774,1.80615,63,0.348783,0.386216
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714
49,1505,1403,0.932226,0.434523,1.86445,51,0.327525,0.351336
89,1098,902,0.821494,0.337426,1.64299,98,0.362093,0.440774
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
83,1683,1377,0.818182,0.334711,1.63636,153,0.571351,0.698318
77,2607,2369,0.908707,0.412875,1.81741,119,0.452376,0.497823
56,736,602,0.817935,0.334509,1.63587,67,0.417242,0.510117
111,2211,1677,0.75848,0.287646,1.51696,267,0.719151,0.948147
4,13,7,0.538462,0.14497,1.07692,3,0.654377,1.21527
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
106,2072,1426,0.688224,0.236826,1.37645,323,0.918763,1.33498
57,1415,1287,0.909541,0.413632,1.81908,64,0.356326,0.391765
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
52,883,771,0.87316,0.381204,1.74632,56,0.365498,0.418593
85,1669,1261,0.755542,0.285422,1.51108,204,0.744713,0.985667
64,1071,879,0.820728,0.336797,1.64146,96,0.495018,0.603144
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
3448,283963,164583,0.579593,0.167964,1.15919,59690,3.17452,5.47715
104,1879,1507,0.802022,0.32162,1.60404,186,0.546236,0.681073
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
3,56,52,0.928571,0.431122,1.85714,2,0.379678,0.408884
948,68366,36804,0.538338,0.144904,1.07668,15781,3.44305,6.39571
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427
169,2853,2061,0.722397,0.260929,1.44479,396,0.678115,0.938701
150,4703,3069,0.652562,0.212919,1.30512,817,1.48311,2.27275
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
28,994,938,0.943662,0.445249,1.88732,28,0.333575,0.35349
5,163,155,0.95092,0.452125,1.90184,4,0.361199,0.379842
46,973,725,0.745118,0.277601,1.49024,124,0.901991,1.21053
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
20,379,295,0.778364,0.302925,1.55673,42,0.814022,1.04581
2,52,50,0.961538,0.462278,1.92308,1,0.289977,0.301576
66,1155,929,0.804329,0.323473,1.60866,113,0.558976,0.69496
48,1606,1502,0.935243,0.43734,1.87049,52,0.337906,0.361303
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
3,19,15,0.789474,0.311634,1.57895,2,0.512415,0.649058
26,699,647,0.925608,0.428375,1.85122,26,0.351482,0.379731
91,1771,1345,0.759458,0.288388,1.51892,213,0.720543,0.94876
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
342,16646,6750,0.405503,0.0822163,0.811006,4948,3.42731,8.45201
96,1566,1254,0.800766,0.320613,1.60153,156,0.508596,0.635137
94,1797,1475,0.820812,0.336867,1.64162,161,0.526229,0.641108
76,1818,1594,0.876788,0.384378,1.75358,112,0.452074,0.515602
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
353,12586,7206,0.572541,0.163902,1.14508,2690,1.85867,3.24635
40,1330,1244,0.935338,0.437429,1.87068,43,0.344091,0.367878
3,18,14,0.777778,0.302469,1.55556,2,0.521341,0.670296
781,49439,20021,0.404964,0.0819978,0.809927,14709,4.01219,9.90754
255,11237,9311,0.828602,0.343291,1.6572,963,0.932303,1.12515
4,65,53,0.815385,0.332426,1.63077,6,0.824382,1.01104
101,2945,2271,0.771138,0.297327,1.54228,337,0.961779,1.24722
340,12972,6456,0.497687,0.123846,0.995375,3258,2.32975,4.68115
56,782,630,0.805627,0.324517,1.61125,76,0.468989,0.582142
278,9887,6199,0.626985,0.196555,1.25397,1844,1.6603,2.64808
242,9007,7399,0.821472,0.337408,1.64294,804,0.840108,1.02269
46,730,634,0.868493,0.37714,1.73699,48,0.364353,0.419524
4419,254271,124815,0.490874,0.120479,0.981748,64728,2.70987,5.5205
6596,372751,78575,0.210798,0.0222178,0.421595,147088,4.00249,18.9874
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714
81,1622,1214,0.748459,0.280095,1.49692,204,0.784507,1.04816
263,8536,5468,0.640581,0.205172,1.28116,1534,1.48365,2.31611
2,57,55,0.964912,0.465528,1.92982,1,0.283539,0.293849
3,120,116,0.966667,0.467222,1.93333,2,0.320084,0.331122
54,1255,1135,0.904382,0.408954,1.80876,60,0.35854,0.396447
45,743,577,0.776581,0.301539,1.55316,83,0.642312,0.827101
2,136,134,0.985294,0.485402,1.97059,1,0.234003,0.237496
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
2057,236339,93619,0.396122,0.0784562,0.792243,71360,6.45595,16.2979
3404,208229,68617,0.329527,0.0542939,0.659053,69806,3.85576,11.7009
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
3879,280153,144985,0.517521,0.133914,1.03504,67584,3.19842,6.18027
1503,94557,57979,0.613165,0.187985,1.22633,18289,2.44555,3.98841
84,2889,2577,0.892004,0.397836,1.78401,156,0.536607,0.601575
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2713,187435,114821,0.612591,0.187634,1.22518,36307,2.53802,4.14309
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
37,734,634,0.86376,0.373041,1.72752,50,0.471464,0.545827
290,10660,6290,0.590056,0.174083,1.18011,2185,1.87062,3.17024
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
49,1586,1484,0.935687,0.437755,1.87137,51,0.325196,0.347548
842,37287,29919,0.802398,0.321921,1.6048,3684,0.957067,1.19276
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
4,130,124,0.953846,0.454911,1.90769,3,0.35423,0.37137
54,851,663,0.779083,0.303485,1.55817,94,0.59402,0.762461
510,23733,13519,0.569629,0.162238,1.13926,5107,2.28866,4.01781
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
35,756,680,0.899471,0.404524,1.79894,38,0.377103,0.419249
45,758,642,0.846966,0.358675,1.69393,58,0.447493,0.528349
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
217,9593,6871,0.716251,0.256508,1.4325,1361,1.57506,2.19903
3,31,27,0.870968,0.379292,1.74194,2,0.442924,0.508542
49,1356,1256,0.926254,0.428973,1.85251,50,0.325741,0.351675
55,1706,1582,0.927315,0.429957,1.85463,62,0.34876,0.376096
100,1757,1297,0.73819,0.272462,1.47638,230,0.708779,0.960157
181,4052,2654,0.654985,0.214503,1.30997,699,1.07043,1.63428
77,1497,1125,0.751503,0.282378,1.50301,186,0.760691,1.01223
5,73,63,0.863014,0.372396,1.72603,5,0.534979,0.619896
59,1072,956,0.891791,0.397646,1.78358,58,0.324375,0.363734
2000,160285,64341,0.401416,0.0805675,0.802832,47972,4.60835,11.4802
44,564,428,0.758865,0.287938,1.51773,68,0.561565,0.740006
142,2851,2255,0.790951,0.312801,1.5819,298,0.607381,0.767913
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
42,1114,1012,0.908438,0.41263,1.81688,51,0.398483,0.438646
84,1459,1177,0.806717,0.325396,1.61343,141,0.530463,0.657558
128,2665,1971,0.739587,0.273495,1.47917,347,0.791316,1.06994
51,885,681,0.769492,0.296059,1.53898,102,0.678556,0.881824
39,681,567,0.832599,0.346611,1.6652,57,0.515755,0.619452
4,40,32,0.8,0.32,1.6,4,0.620046,0.775057
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
61,1018,846,0.831041,0.345315,1.66208,86,0.468668,0.563953
45,794,670,0.843829,0.356023,1.68766,62,0.475036,0.562953
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
41,855,731,0.854971,0.365488,1.70994,62,0.515672,0.603146
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
29,508,366,0.720472,0.25954,1.44094,71,0.904518,1.25545
2,64,62,0.96875,0.469238,1.9375,1,0.275799,0.284696
108,2255,1705,0.756098,0.285842,1.5122,275,0.759332,1.00428
46,700,604,0.862857,0.372261,1.72571,48,0.366684,0.424964
111,2219,1461,0.658405,0.216748,1.31681,379,1.02034,1.54971
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
439,13299,9463,0.711557,0.253157,1.42311,1918,1.05945,1.48892
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
50,1067,939,0.880037,0.387233,1.76007,64,0.422642,0.480254
47,1333,1235,0.926482,0.429184,1.85296,49,0.3336,0.360072
3,27,23,0.851852,0.362826,1.7037,2,0.460673,0.54079
216,5439,4195,0.771281,0.297438,1.54256,622,0.770862,0.999456
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382
57,1914,1788,0.934169,0.436336,1.86834,63,0.336748,0.360478
170,4489,3557,0.792381,0.313934,1.58476,466,0.750545,0.947202
43,742,648,0.873315,0.38134,1.74663,47,0.380713,0.43594
201,4335,3073,0.708881,0.251256,1.41776,631,0.863136,1.2176
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
49,1612,1516,0.940447,0.44222,1.88089,48,0.305394,0.324733
134,2396,1876,0.782972,0.306522,1.56594,260,0.574109,0.733244
2,31,29,0.935484,0.437565,1.87097,1,0.332193,0.355103
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
3,69,65,0.942029,0.443709,1.88406,2,0.361318,0.383553
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382
194,4887,3657,0.748312,0.279985,1.49662,615,0.859309,1.14833
6,111,101,0.90991,0.413968,1.81982,5,0.406659,0.446922
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585
691,41047,14027,0.34173,0.0583898,0.68346,13510,4.23805,12.4018
116,4646,4242,0.913043,0.416824,1.82609,202,0.474856,0.52008
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,53,51,0.962264,0.462976,1.92453,1,0.288618,0.299936
56,842,638,0.75772,0.28707,1.51544,102,0.622534,0.821589
3,10,6,0.6,0.18,1.2,2,0.640168,1.06695
267,7219,4243,0.587755,0.172728,1.17551,1488,1.44434,2.45738
62,1204,1064,0.883721,0.390481,1.76744,70,0.366451,0.414669
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
59,1096,816,0.744526,0.277159,1.48905,140,0.7805,1.04832
920,76270,33110,0.434116,0.0942282,0.868231,21580,4.80434,11.067
166,5631,3879,0.688865,0.237268,1.37773,876,1.40698,2.04246
34,450,348,0.773333,0.299022,1.54667,51,0.565147,0.730794
73,2665,2495,0.93621,0.438245,1.87242,85,0.339881,0.363039
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
204,5860,4232,0.722184,0.260775,1.44437,814,1.05898,1.46635
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245
333,14870,10538,0.708675,0.25111,1.41735,2166,1.55896,2.19982
42,1777,1693,0.952729,0.453847,1.90546,42,0.307699,0.322966
58,1617,1489,0.920841,0.423974,1.84168,64,0.343863,0.373423
138,2005,1487,0.741646,0.275019,1.48329,259,0.568329,0.766308
600,29925,12423,0.415138,0.0861697,0.830276,8751,3.25845,7.84909
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
4,108,102,0.944444,0.445988,1.88889,3,0.368111,0.389765
306,8817,5863,0.664965,0.221089,1.32993,1477,1.22341,1.83981
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205
68,1382,982,0.710564,0.252451,1.42113,200,0.936435,1.31788
742,42913,29139,0.679025,0.230537,1.35805,6887,2.00356,2.95064
1014,62611,33537,0.535641,0.143455,1.07128,14537,2.98881,5.57988
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
1307,89288,47774,0.535055,0.143142,1.07011,20757,3.20785,5.99536
46,1619,1523,0.940704,0.442462,1.88141,48,0.32512,0.345614
748,35202,18856,0.535651,0.143461,1.0713,8173,2.40323,4.48655
7,156,144,0.923077,0.426036,1.84615,6,0.390338,0.422866
