Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205
3,26,20,0.769231,0.295858,1.53846,3,0.698634,0.908225
124,4276,3580,0.837231,0.350478,1.67446,348,0.772885,0.923144
94,1917,1503,0.784038,0.307357,1.56808,207,0.670798,0.855568
142,4908,3512,0.715566,0.256018,1.43113,698,1.33175,1.86112
50,755,627,0.830464,0.344835,1.66093,64,0.444673,0.535451
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
81,2215,1965,0.887133,0.393503,1.77427,125,0.46127,0.519955
2,66,64,0.969697,0.470156,1.93939,1,0.273811,0.282368
207,4193,2959,0.7057,0.249006,1.4114,617,0.822794,1.16593
39,994,916,0.921529,0.424608,1.84306,39,0.333575,0.36198
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
2,83,81,0.975904,0.476194,1.95181,1,0.259838,0.266253
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
344,17896,6762,0.37785,0.0713852,0.7557,5567,3.80531,10.071
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,80,78,0.975,0.475312,1.95,1,0.261988,0.268706
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
87,2142,1750,0.816993,0.333739,1.63399,196,0.676331,0.827829
24,519,465,0.895954,0.401367,1.79191,27,0.414212,0.462314
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
98,2234,1844,0.825425,0.340663,1.65085,195,0.594097,0.719747
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
237,7782,3904,0.501671,0.125837,1.00334,1939,2.10258,4.19115
374,17985,7217,0.401279,0.0805124,0.802558,5384,3.3833,8.4313
89,1524,1172,0.769029,0.295703,1.53806,176,0.621225,0.807805
3,10,4,0.4,0.08,0.8,3,0.960253,2.40063
96,1777,1275,0.717501,0.257404,1.435,251,0.804504,1.12126
3,17,11,0.647059,0.209343,1.29412,3,0.79664,1.23117
7,189,175,0.925926,0.428669,1.85185,7,0.438836,0.473943
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
43,877,771,0.879133,0.386438,1.75827,53,0.41874,0.47631
2,42,40,0.952381,0.453515,1.90476,1,0.306097,0.321402
47,1835,1729,0.942234,0.443903,1.88447,53,0.345497,0.366679
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
249,6877,4731,0.687945,0.236634,1.37589,1073,1.12294,1.63231
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
127,2681,2165,0.807535,0.326056,1.61507,258,0.592539,0.733763
57,722,604,0.836565,0.349921,1.67313,59,0.362028,0.432755
57,2175,1787,0.821609,0.337521,1.64322,194,1.01973,1.24114
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
61,1255,969,0.772112,0.298078,1.54422,143,0.75646,0.979729
306,10243,6393,0.624134,0.194771,1.24827,1925,1.56861,2.51325
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
110,2163,1577,0.72908,0.265779,1.45816,293,0.79863,1.09539
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
48,625,517,0.8272,0.34213,1.6544,54,0.402278,0.486313
3,43,39,0.906977,0.411303,1.81395,2,0.40565,0.447255
237,12724,9866,0.775385,0.300611,1.55077,1429,1.46895,1.89448
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
3,38,34,0.894737,0.400277,1.78947,2,0.419007,0.468302
37,564,436,0.77305,0.298803,1.5461,64,0.628524,0.813045
147,2615,2079,0.795029,0.316035,1.59006,268,0.533447,0.670979
254,7220,5542,0.76759,0.294597,1.53518,839,0.856049,1.11524
47,751,615,0.818908,0.335305,1.63782,68,0.503025,0.614263
4,51,45,0.882353,0.389273,1.76471,3,0.437062,0.495337
2,96,94,0.979167,0.479384,1.95833,1,0.251665,0.257019
44,917,703,0.76663,0.293861,1.53326,107,0.820772,1.07062
2,65,63,0.969231,0.469704,1.93846,1,0.274794,0.283518
35,1168,1096,0.938356,0.440256,1.87671,36,0.335278,0.357304
293,10283,7745,0.753185,0.283644,1.50637,1269,1.07948,1.43322
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
67,1004,804,0.800797,0.320638,1.60159,100,0.497153,0.620824
3,21,17,0.809524,0.327664,1.61905,2,0.496615,0.613465
141,2918,2270,0.77793,0.302588,1.55586,324,0.663122,0.852418
844,19725,5375,0.272497,0.0371273,0.544994,7175,1.9793,7.26358
124,2797,2123,0.759028,0.288061,1.51806,337,0.788472,1.03879
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,3,1,0.333333,0.0555556,0.666667,1,0.830482,2.49145
230,8279,5939,0.717357,0.257301,1.43471,1170,1.29835,1.8099
5,144,136,0.944444,0.445988,1.88889,4,0.370136,0.391909
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
467,18697,13521,0.723164,0.261483,1.44633,2588,1.29729,1.79391
58,1052,922,0.876426,0.384061,1.75285,65,0.370791,0.423072
1361,113988,41748,0.366249,0.0670692,0.732498,36120,5.24818,14.3295
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
74,1188,1026,0.863636,0.372934,1.72727,81,0.355945,0.412146
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
4,54,48,0.888889,0.395062,1.77778,3,0.430945,0.484813
2,49,47,0.959184,0.460017,1.91837,1,0.294296,0.306819
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
301,13182,10372,0.786831,0.309551,1.57366,1405,1.13295,1.43989
177,5722,2724,0.476057,0.113315,0.952115,1499,2.2538,4.7343
682,33622,18862,0.561002,0.157361,1.122,7380,2.39054,4.2612
79,1234,1020,0.82658,0.341617,1.65316,107,0.438091,0.530004
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
120,2218,1730,0.779982,0.304186,1.55996,244,0.607662,0.779072
212,5633,4161,0.738683,0.272826,1.47737,736,0.925585,1.25302
42,663,533,0.803922,0.323145,1.60784,65,0.548379,0.682131
1522,95104,63292,0.665503,0.221447,1.33101,15906,2.0993,3.15445
2238,173368,89434,0.515862,0.133057,1.03172,41967,3.57933,6.93854
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
147,4203,2927,0.696407,0.242492,1.39281,638,1.19772,1.71986
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
499,19147,8267,0.431765,0.0932104,0.86353,5440,2.54589,5.89647
105,2186,1626,0.743824,0.276637,1.48765,280,0.798439,1.07342
51,1693,1365,0.806261,0.325028,1.61252,164,0.995904,1.23521
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
16,254,216,0.850394,0.361585,1.70079,19,0.493447,0.580257
228,9967,8735,0.876392,0.384032,1.75278,616,0.675674,0.770972
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
50,1093,947,0.866423,0.375344,1.73285,73,0.480418,0.554485
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,73,71,0.972603,0.472978,1.94521,1,0.26749,0.275024
2,53,51,0.962264,0.462976,1.92453,1,0.288618,0.299936
176,4049,2491,0.615214,0.189244,1.23043,779,1.22694,1.99433
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
2000,111335,68397,0.614335,0.188704,1.22867,21469,2.12706,3.46238
3,20,14,0.7,0.245,1.4,3,0.756304,1.08043
2,46,44,0.956522,0.457467,1.91304,1,0.299026,0.312618
194,6045,4291,0.709843,0.251938,1.41969,877,1.19547,1.68413
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
53,1458,1284,0.880658,0.38778,1.76132,87,0.518799,0.589104
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427
4,22,16,0.727273,0.264463,1.45455,3,0.550771,0.75731
86,1453,1119,0.770131,0.296551,1.54026,167,0.614015,0.797286
147,1666,1010,0.606242,0.183765,1.21248,328,0.692532,1.14233
104,2054,1558,0.75852,0.287676,1.51704,248,0.719816,0.948975
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
639,39170,20560,0.524891,0.137756,1.04978,9305,3.17046,6.04022
1498,156549,60905,0.389048,0.075679,0.778095,47822,6.14553,15.7963
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
4,22,12,0.545455,0.14876,1.09091,5,0.917951,1.68291
85,2192,1862,0.849453,0.360785,1.69891,165,0.58101,0.683982
5,132,124,0.939394,0.44123,1.87879,4,0.376674,0.400976
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
282,9494,6186,0.651569,0.212271,1.30314,1654,1.47461,2.26316
99,2800,2228,0.795714,0.316581,1.59143,286,0.838012,1.05316
361,16519,13215,0.799988,0.31999,1.59998,1652,1.08491,1.35616
138,3141,2473,0.787329,0.309943,1.57466,334,0.692064,0.879002
2986,171128,74460,0.435113,0.0946616,0.870226,48334,3.09304,7.10859
678,32682,19166,0.586439,0.171955,1.17288,6758,2.20798,3.76507
1237,80784,42988,0.532135,0.141584,1.06427,18898,3.11316,5.85031
3,10,6,0.6,0.18,1.2,2,0.640168,1.06695
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
3,13,7,0.538462,0.14497,1.07692,3,0.872503,1.62036
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
56,797,613,0.769134,0.295784,1.53827,92,0.566111,0.736037
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
45,1416,1296,0.915254,0.418845,1.83051,60,0.423096,0.462272
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
126,4539,3947,0.869575,0.37808,1.73915,296,0.642376,0.738725
3,49,43,0.877551,0.385048,1.7551,3,0.588592,0.670721
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205
994,82771,45729,0.552476,0.152615,1.10495,18521,3.78878,6.85782
2,59,57,0.966102,0.466676,1.9322,1,0.281191,0.291057
47,820,726,0.885366,0.391936,1.77073,47,0.34313,0.387558
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
183,3334,2314,0.694061,0.24086,1.38812,510,0.791033,1.13972
465,14651,9491,0.647806,0.209826,1.29561,2580,1.33186,2.05595
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714
130,3498,2566,0.733562,0.269057,1.46712,466,1.01148,1.37886
59,1201,1041,0.866778,0.375652,1.73356,80,0.440251,0.507917
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
1292,76072,38920,0.511621,0.130878,1.02324,18576,2.94551,5.75721
193,7454,4396,0.58975,0.173903,1.1795,1529,2.04581,3.46894
47,846,750,0.886525,0.392963,1.77305,48,0.348811,0.393458
142,3200,2502,0.781875,0.305664,1.56375,349,0.701154,0.89676
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
1652,82744,43476,0.525428,0.138037,1.05086,19634,2.41676,4.5996
403,12757,8085,0.63377,0.200832,1.26754,2336,1.4118,2.22762
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
56,1965,1707,0.868702,0.377322,1.7374,129,0.699412,0.805123
274,7626,4954,0.64962,0.211003,1.29924,1336,1.25592,1.93331
3,34,30,0.882353,0.389273,1.76471,2,0.43176,0.489328
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
25,541,489,0.903882,0.408501,1.80776,26,0.380395,0.420846
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
193,7625,6141,0.805377,0.324316,1.61075,742,0.99028,1.22959
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
3,97,93,0.958763,0.459613,1.91753,2,0.334802,0.349202
3,18,12,0.666667,0.222222,1.33333,3,0.782011,1.17302
818,39742,24606,0.619143,0.191669,1.23829,7568,2.01159,3.24899
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
3,24,20,0.833333,0.347222,1.66667,2,0.476892,0.572271
64,2012,1854,0.921471,0.424555,1.84294,79,0.373618,0.405458
77,1569,1299,0.827916,0.342722,1.65583,135,0.548593,0.662619
50,670,566,0.844776,0.356823,1.68955,52,0.367917,0.43552
197,8730,6186,0.708591,0.251051,1.41718,1272,1.63835,2.31213
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
946,28432,18270,0.642586,0.206458,1.28517,5081,1.20594,1.8767
45,1408,1264,0.897727,0.402957,1.79545,72,0.508112,0.565998
65,1767,1495,0.846067,0.357914,1.69213,136,0.644286,0.761507
1062,57621,30693,0.53267,0.141869,1.06534,13464,2.66311,4.99954
65,1045,851,0.814354,0.331586,1.62871,97,0.494218,0.606884
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
58,812,640,0.788177,0.310612,1.57635,86,0.509523,0.646458
81,1068,676,0.632959,0.200318,1.26592,196,0.798868,1.26212
666,30683,14115,0.460027,0.105812,0.920053,8284,2.77216,6.02608
44,1358,1264,0.930781,0.433176,1.86156,47,0.340921,0.366275
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
56,1584,1342,0.847222,0.358893,1.69444,121,0.675217,0.796977
3631,526115,206093,0.391726,0.0767247,0.783452,160011,7.70274,19.6636
6,188,178,0.946809,0.448223,1.89362,5,0.366065,0.386631
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
5,174,164,0.942529,0.44418,1.88506,5,0.445824,0.473008
1047,65049,34575,0.531522,0.141258,1.06304,15237,3.02353,5.68844
207,5034,3558,0.706794,0.249779,1.41359,738,0.963052,1.36256
60,2137,2007,0.939167,0.441017,1.87833,65,0.325325,0.346397
1317,89161,47679,0.534752,0.14298,1.0695,20741,3.18143,5.94937
259,7000,4866,0.695143,0.241612,1.39029,1067,1.0714,1.54126
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
168,3316,2582,0.778649,0.303147,1.5573,367,0.620472,0.796857
911,42418,23280,0.548824,0.150604,1.09765,9569,2.26984,4.13584
76,1603,1235,0.77043,0.296782,1.54086,184,0.75535,0.980427
71,1545,1289,0.834304,0.348032,1.66861,128,0.565286,0.677554
2,44,42,0.954545,0.455579,1.90909,1,0.302441,0.316843
639,19507,10485,0.537499,0.144453,1.075,4511,1.64548,3.06137
6,167,153,0.916168,0.419682,1.83234,7,0.524272,0.572244
63,969,771,0.795666,0.316542,1.59133,99,0.526129,0.661244
66,1192,1022,0.857383,0.367552,1.71477,85,0.418599,0.488229
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
534,28347,19805,0.698663,0.244065,1.39733,4271,1.79631,2.57107
171,3673,2625,0.714675,0.25538,1.42935,524,0.859525,1.20268
85,1744,1442,0.826835,0.341828,1.65367,151,0.54799,0.662756
37,472,368,0.779661,0.303936,1.55932,52,0.525412,0.673899
772,32519,17059,0.524586,0.137595,1.04917,7730,2.21911,4.23021
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
146,6728,3888,0.577883,0.166975,1.15577,1420,2.54079,4.39672
1126,75265,25787,0.342616,0.0586929,0.685232,24739,4.50533,13.1498
283,10866,7414,0.682312,0.232775,1.36462,1726,1.51109,2.21467
52,2026,1920,0.94768,0.449049,1.89536,53,0.308218,0.325234
193,5962,4242,0.711506,0.253121,1.42301,860,1.18024,1.65879
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
1856,113068,51872,0.458768,0.105234,0.917536,30598,3.26239,7.1112
6,162,152,0.938272,0.440177,1.87654,5,0.376701,0.401484
24,372,324,0.870968,0.379292,1.74194,24,0.388847,0.446453
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
78,1651,1233,0.74682,0.27887,1.49364,209,0.832653,1.11493
55,1202,1078,0.896839,0.40216,1.79368,62,0.365966,0.408062
2,79,77,0.974684,0.475004,1.94937,1,0.262731,0.269555
3,15,11,0.733333,0.268889,1.46667,2,0.553655,0.754984
139,2511,1515,0.603345,0.182013,1.20669,498,1.05374,1.74649
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
54,1021,861,0.843291,0.35557,1.68658,80,0.492276,0.583756
6776,410727,207479,0.505151,0.127589,1.0103,101624,2.67168,5.28888
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
53,1034,916,0.88588,0.392392,1.77176,59,0.36923,0.416795
66,1100,892,0.810909,0.328787,1.62182,104,0.518037,0.638835
73,1062,824,0.775895,0.301006,1.55179,119,0.538615,0.694186
691,13308,4318,0.324466,0.0526393,0.648933,4495,1.57731,4.86125
56,1198,1078,0.899833,0.40485,1.79967,60,0.348,0.386738
3,9,5,0.555556,0.154321,1.11111,2,0.666667,1.2
58,1317,1167,0.886105,0.392591,1.77221,75,0.414467,0.467741
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
191,6255,5031,0.804317,0.323463,1.60863,612,0.84403,1.04938
53,1245,1079,0.866667,0.375556,1.73333,83,0.505905,0.583736
80,1373,1115,0.81209,0.329745,1.62418,129,0.513865,0.632768
50,749,609,0.813084,0.330553,1.62617,70,0.486946,0.598888
117,1932,1436,0.743271,0.276226,1.48654,248,0.645012,0.867801
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
219,7705,4413,0.572745,0.164018,1.14549,1646,1.93371,3.37621
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
50,1365,1261,0.92381,0.426712,1.84762,52,0.331691,0.359047
50,1688,1568,0.92891,0.431437,1.85782,60,0.37179,0.400243
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346
10,68,44,0.647059,0.209343,1.29412,12,0.652582,1.00854
300,8243,6247,0.757855,0.287172,1.51571,998,0.849476,1.1209
801,32967,14617,0.443383,0.0982941,0.886766,9175,2.53524,5.71794
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
47,1457,1351,0.927248,0.429894,1.8545,53,0.35643,0.384396
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692
2,50,48,0.96,0.4608,1.92,1,0.292814,0.305014
52,1016,892,0.877953,0.385401,1.75591,62,0.396468,0.451583
23,685,641,0.935766,0.437829,1.87153,22,0.33724,0.360389
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
41,737,649,0.880597,0.387726,1.76119,44,0.37418,0.424917
99,1492,1020,0.683646,0.233686,1.36729,236,0.751038,1.09858
230,8879,5795,0.652664,0.212985,1.30533,1542,1.69799,2.60162
154,3314,2150,0.648763,0.210447,1.29753,582,1.07349,1.65468
92,1548,1254,0.810078,0.328113,1.62016,147,0.500878,0.618309
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
101,2892,2630,0.909405,0.413509,1.81881,131,0.374718,0.412047
102,1638,1266,0.772894,0.298682,1.54579,186,0.567269,0.733954
2656,173340,94408,0.544641,0.148317,1.08928,39466,2.83632,5.20769
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
115,2045,1391,0.680196,0.231333,1.36039,327,0.858822,1.26261
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686
138,3016,2136,0.708223,0.25079,1.41645,440,0.91632,1.29383
2,46,44,0.956522,0.457467,1.91304,1,0.299026,0.312618
2,43,41,0.953488,0.45457,1.90698,1,0.304238,0.319078
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
421,17650,11152,0.631841,0.199612,1.26368,3249,1.81723,2.87608
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
26,354,286,0.80791,0.326359,1.61582,34,0.512775,0.634693
2,62,60,0.967742,0.468262,1.93548,1,0.27788,0.287142
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
199,5949,4847,0.814759,0.331916,1.62952,551,0.733563,0.900343
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904
90,1454,1224,0.841816,0.354327,1.68363,115,0.403994,0.479908
90,2014,1698,0.843098,0.355407,1.6862,158,0.531298,0.630174
521,22417,14827,0.661418,0.218737,1.32284,3795,1.67427,2.53133
61,2198,2066,0.939945,0.441749,1.87989,66,0.323727,0.34441
324,11668,9800,0.839904,0.352719,1.67981,934,0.708801,0.843907
54,1256,1140,0.907643,0.411908,1.81529,58,0.34655,0.381813
138,2310,1766,0.764502,0.292232,1.529,272,0.585949,0.766445
52,1299,1193,0.918399,0.421728,1.8368,53,0.327312,0.356394
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
129,6557,5709,0.870673,0.379035,1.74135,424,0.861152,0.989066
28,241,117,0.485477,0.117844,0.970954,62,0.928883,1.91334
380,7749,5051,0.651826,0.212439,1.30365,1349,0.91276,1.40031
404,15557,11079,0.712155,0.253583,1.42431,2239,1.32208,1.85644
2,74,72,0.972973,0.473338,1.94595,1,0.266658,0.274065
49,549,389,0.708561,0.251029,1.41712,80,0.59578,0.840831
46,707,523,0.739745,0.273612,1.47949,92,0.701746,0.948632
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
64,1054,770,0.73055,0.266852,1.4611,142,0.733895,1.00458
3,23,17,0.73913,0.273157,1.47826,3,0.724527,0.980242
207,4549,3363,0.739283,0.27327,1.47857,593,0.78314,1.05932
862,62907,29369,0.466864,0.108981,0.933728,16769,4.05393,8.68332
447,25189,17399,0.690738,0.23856,1.38148,3895,1.97982,2.86624
7,153,141,0.921569,0.424644,1.84314,6,0.391833,0.425181
677,31078,17156,0.55203,0.152369,1.10406,6961,2.28875,4.14606
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
2,60,58,0.966667,0.467222,1.93333,1,0.28006,0.289718
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706
108,1539,1087,0.706303,0.249432,1.41261,226,0.656495,0.929481
3,38,34,0.894737,0.400277,1.78947,2,0.419007,0.468302
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
127,2082,1658,0.79635,0.317086,1.5927,212,0.502997,0.631629
1420,128545,52361,0.407336,0.0829613,0.814672,38092,5.25055,12.89
48,1406,1262,0.897582,0.402827,1.79516,72,0.476448,0.530813
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
478,29772,24868,0.835281,0.348848,1.67056,2452,1.1466,1.37272
189,3509,2359,0.672271,0.225974,1.34454,575,0.858128,1.27646
3,39,35,0.897436,0.402696,1.79487,2,0.416131,0.463689
1564,96555,50795,0.526073,0.138377,1.05215,22880,2.93477,5.57862
219,8226,7506,0.912473,0.416303,1.82495,360,0.419855,0.460129
726,42736,19998,0.467943,0.109485,0.935885,11369,3.38165,7.22664
28,908,852,0.938326,0.440228,1.87665,28,0.338002,0.360218
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
1000,70474,37486,0.531912,0.141465,1.06382,16494,3.4022,6.39617
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
3,15,11,0.733333,0.268889,1.46667,2,0.553655,0.754984
130,4367,3561,0.815434,0.332466,1.63087,403,0.851582,1.04433
50,1483,1379,0.929872,0.432331,1.85974,52,0.327927,0.352659
4,106,98,0.924528,0.427376,1.84906,4,0.49276,0.532986
2084,167101,81027,0.484898,0.117563,0.969797,43037,3.9539,8.15408
47,663,517,0.779789,0.304035,1.55958,73,0.550354,0.705773
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
143,6967,5001,0.717813,0.257627,1.43563,983,1.78869,2.49186
189,4382,3290,0.750799,0.281849,1.5016,546,0.793265,1.05656
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
376,11999,6971,0.580965,0.16876,1.16193,2514,1.6391,2.82133
47,1796,1694,0.943207,0.44482,1.88641,51,0.333412,0.353488
245,10665,4893,0.45879,0.105244,0.917581,2886,2.92443,6.37421
3,14,10,0.714286,0.255102,1.42857,2,0.566849,0.793589
147,4188,1942,0.463706,0.107512,0.927412,1123,2.10912,4.5484
5,58,40,0.689655,0.237812,1.37931,9,1.01646,1.47387
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
39,1327,1247,0.939714,0.441531,1.87943,40,0.328394,0.349462
2563,180388,109388,0.606404,0.183863,1.21281,35500,2.63516,4.34555
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
1000,102320,40352,0.394371,0.0777641,0.788741,30984,6.18447,15.6819
3,10,4,0.4,0.08,0.8,3,0.960253,2.40063
138,3572,2866,0.802352,0.321884,1.6047,353,0.71994,0.897288
4,164,158,0.963415,0.464084,1.92683,3,0.338221,0.351065
220,5922,4346,0.733874,0.269285,1.46775,788,0.949444,1.29374
46,1208,1086,0.899007,0.404106,1.79801,61,0.430209,0.478538
427,25588,14420,0.563545,0.158792,1.12709,5584,2.96668,5.26431
5,44,36,0.818182,0.334711,1.63636,4,0.483906,0.591441
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
2079,152426,68310,0.448152,0.10042,0.896304,42058,3.90308,8.70928
57,447,239,0.534676,0.142939,1.06935,104,0.688182,1.2871
71,2337,2067,0.884467,0.391141,1.76893,135,0.56441,0.638135
39,1115,1037,0.930045,0.432492,1.86009,39,0.32812,0.3528
3,43,39,0.906977,0.411303,1.81395,2,0.40565,0.447255
50,368,200,0.543478,0.147684,1.08696,84,0.654454,1.20419
51,1111,997,0.89739,0.402654,1.79478,57,0.36691,0.408864
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
