Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212,1,60,4
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1088,1
44,1381,1277,0.924692,0.427528,1.84938,52,0.376314,0.406962,1,2,1
54,1629,1511,0.927563,0.430186,1.85513,59,0.34014,0.366703,1,47,13
51,1281,1169,0.912568,0.41639,1.82514,56,0.353307,0.387157,1,71,11
45,730,636,0.871233,0.379523,1.74247,47,0.364691,0.418592,1,151,4
31,238,144,0.605042,0.183038,1.21008,47,0.637458,1.05358,1,28,54
4363,447727,163559,0.36531,0.0667256,0.730619,142084,5.7628,15.7751,5,26,22
4,66,60,0.909091,0.413223,1.81818,3,0.410717,0.451789,1,1,1
170,6481,4721,0.728437,0.26531,1.45687,880,1.35804,1.86433,1,126,3
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,216,3
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,4689,1
43,799,703,0.87985,0.387068,1.7597,48,0.384514,0.437022,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
507,26581,18981,0.714081,0.254956,1.42816,3800,1.69396,2.37222,1,14,29
3554,211420,111178,0.525863,0.138266,1.05173,50121,2.64832,5.03614,1,1,1
526,34793,14843,0.426609,0.0909975,0.853218,9975,4.17568,9.78808,1,173,4
3,21,15,0.714286,0.255102,1.42857,3,0.744922,1.04289,2,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1278,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1022,1
16,286,246,0.86014,0.36992,1.72028,20,0.508568,0.591262,1,1,1
42,1200,1112,0.926667,0.429356,1.85333,44,0.340187,0.367108,1,51,4
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,15,6
1000,34717,19291,0.555664,0.154381,1.11133,7713,1.69869,3.05705,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,117,6
1267,69859,37045,0.530282,0.1406,1.06056,16407,2.67318,5.04105,2,1035,1
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,77,5
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,26,28
58,917,757,0.825518,0.34074,1.65104,80,0.465536,0.563932,1,1,1
1417,171892,48004,0.279268,0.0389954,0.558537,61944,8.35009,29.8999,2,1,1
1733,104210,65688,0.630343,0.198666,1.26069,19261,2.21492,3.51383,2,364,2
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,5806,1
2,113,111,0.982301,0.482458,1.9646,1,0.243084,0.247464,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
6,18,8,0.444444,0.0987654,0.888889,5,0.651676,1.46627,1,1,1
158,4190,3438,0.820525,0.336631,1.64105,376,0.656968,0.800668,1,1,1
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,2,2
4,100,94,0.94,0.4418,1.88,3,0.374191,0.398076,1,3,2
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
84,1563,1209,0.773512,0.299161,1.54702,177,0.65967,0.852824,1,166,4
5422,601811,184093,0.305898,0.0467869,0.611797,208859,6.6651,21.7886,6,2,1
275,7483,4655,0.622077,0.19349,1.24415,1414,1.32722,2.13353,1,7,1
97,2746,2514,0.915513,0.419082,1.83103,116,0.347754,0.379846,1,1,1
1000,60950,36926,0.605841,0.183522,1.21168,12012,2.51035,4.14359,1,112,5
31,466,386,0.828326,0.343062,1.65665,40,0.483391,0.583575,1,50,21
288,10230,6768,0.661584,0.218846,1.32317,1731,1.49889,2.26561,1,322,2
481,19116,10452,0.546767,0.149477,1.09353,4332,2.10356,3.84727,1,3,1
24,412,342,0.830097,0.344531,1.66019,35,0.557478,0.671581,1,66,3
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,2,1303
2,55,53,0.963636,0.464298,1.92727,1,0.28601,0.296803,1,2,2
74,1321,891,0.674489,0.227468,1.34898,215,0.930852,1.38009,1,31,15
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,120,6
635,38636,21198,0.548659,0.150514,1.09732,8719,2.99339,5.45583,1,19,13
129,3487,2143,0.614568,0.188847,1.22914,672,1.47048,2.39271,1,1,1
3,68,62,0.911765,0.415657,1.82353,3,0.543818,0.596446,2,1,1
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744,1,24,28
3,99,95,0.959596,0.460412,1.91919,2,0.333333,0.347368,1,1,3
135,1782,1264,0.709315,0.251564,1.41863,259,0.590104,0.831935,1,1020,2
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,33,22
61,968,768,0.793388,0.314733,1.58678,100,0.548951,0.691906,1,2,1
179,4708,3128,0.664401,0.220714,1.3288,790,1.2016,1.80855,1,18,26
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059,1,21,20
377,15094,9202,0.609646,0.185834,1.21929,2946,1.86998,3.06732,1,2,1
197,2011,533,0.265042,0.0351237,0.530085,739,1.1355,4.28422,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,21,20
91,3302,2810,0.850999,0.3621,1.702,246,0.76822,0.902727,1,1,1
181,3562,2698,0.75744,0.286857,1.51488,432,0.671978,0.88717,1,31,15
2,62,60,0.967742,0.468262,1.93548,1,0.27788,0.287142,1,1,1
360,17318,10366,0.598568,0.179142,1.19714,3476,2.27805,3.80583,1,1,1
405,15829,7973,0.503696,0.126855,1.00739,3928,2.30952,4.58514,1,2,1
177,4330,3234,0.746882,0.278917,1.49376,548,0.85136,1.13989,1,1,1
44,1568,1480,0.943878,0.445452,1.88776,44,0.312928,0.331535,1,1,1
79,1623,1395,0.859519,0.369387,1.71904,114,0.449462,0.522923,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,1,1
54,1010,854,0.845545,0.357473,1.69109,78,0.48072,0.568533,1,1,1
106,2311,1827,0.790567,0.312498,1.58113,242,0.678664,0.858453,1,3,1
42,884,740,0.837104,0.350372,1.67421,72,0.581717,0.694915,1,52,8
126,3712,2890,0.778556,0.303075,1.55711,411,0.913769,1.17367,1,100,5
3,35,29,0.828571,0.343265,1.65714,3,0.642549,0.77549,2,31,20
44,827,731,0.883918,0.390655,1.76784,48,0.373851,0.422948,1,30,26
2,58,56,0.965517,0.466112,1.93103,1,0.28235,0.292434,1,705,2
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,320,2
290,7089,4911,0.692763,0.239961,1.38553,1089,0.975206,1.4077,1,1,1
49,1976,1872,0.947368,0.448753,1.89474,52,0.321973,0.33986,1,1,1
75,2118,1944,0.917847,0.421222,1.83569,87,0.348754,0.379969,1,2468,1
213,7462,4942,0.662289,0.219313,1.32458,1260,1.5274,2.30625,1,1402,1
336,17339,11077,0.638849,0.204064,1.2777,3131,2.19824,3.44094,1,11,33
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212,1,24,29
1025,59699,28631,0.479589,0.115003,0.959179,15534,3.1732,6.6165,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,22,34
97,1972,1576,0.799189,0.319351,1.59838,198,0.619471,0.775125,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,48,8
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091,1,47,14
4,107,97,0.906542,0.410909,1.81308,5,0.614727,0.678101,2,1,1
1514,86838,31174,0.35899,0.064437,0.717981,27832,3.72224,10.3686,2,1,1
374,11394,6688,0.586976,0.17227,1.17395,2353,1.55087,2.64214,1,423,2
591,31614,16110,0.509584,0.129838,1.01917,7752,2.9149,5.72016,1,2,1
115,1800,1408,0.782222,0.305936,1.56444,196,0.523527,0.669281,1,1,1
62,2076,1936,0.932563,0.434837,1.86513,70,0.340333,0.364944,1,280,2
40,874,792,0.906178,0.41058,1.81236,41,0.348401,0.384473,1,77,4
56,528,106,0.200758,0.0201518,0.401515,211,1.38348,6.89132,1,3,184
532,17375,12645,0.72777,0.264824,1.45554,2365,1.04848,1.44067,1,1,1
2875,360747,118157,0.327534,0.0536393,0.655069,121295,7.59187,23.1789,3,20,31
3,73,69,0.945205,0.446707,1.89041,2,0.356653,0.377328,1,18,34
3,76,72,0.947368,0.448753,1.89474,2,0.35339,0.373023,1,2,1
107,2098,1522,0.725453,0.263141,1.45091,288,0.810228,1.11686,1,21,27
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,33,21
137,2903,2185,0.75267,0.283256,1.50534,359,0.756697,1.00535,1,173,4
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,1,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,696,2
313,16990,12784,0.752443,0.283085,1.50489,2103,1.5883,2.11086,1,1,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,21,19
1545,82385,40441,0.490878,0.120481,0.981756,20972,2.76129,5.62521,1,73,7
2,57,55,0.964912,0.465528,1.92982,1,0.283539,0.293849,1,2273,1
63,960,772,0.804167,0.323342,1.60833,94,0.500235,0.622054,1,651,1
86,2500,2196,0.8784,0.385793,1.7568,152,0.520124,0.592127,1,45,28
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,1,1
83,1451,1091,0.751895,0.282673,1.50379,180,0.685863,0.912178,1,378,2
3,8,4,0.5,0.125,1.0,2,0.698634,1.39727,1,544,1
60,891,669,0.750842,0.281882,1.50168,111,0.627041,0.835118,1,6,49
209,4934,3714,0.752736,0.283306,1.50547,610,0.790261,1.04985,1,1,1
1996,105943,63915,0.603296,0.181983,1.20659,21014,2.0951,3.47276,1,1,1
511,23376,14968,0.640315,0.205002,1.28063,4204,1.88313,2.94095,1,605,1
61,772,636,0.823834,0.339351,1.64767,68,0.385971,0.468506,1,1,1
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245,1,1403,1
51,1391,1281,0.92092,0.424047,1.84184,55,0.343052,0.37251,1,2,1
209,4286,2808,0.655156,0.214615,1.31031,739,0.973496,1.4859,1,2,1
2,79,77,0.974684,0.475004,1.94937,1,0.262731,0.269555,1,883,1
58,1785,1669,0.935014,0.437126,1.87003,58,0.307514,0.328887,1,1,1
52,2145,2033,0.947786,0.449149,1.89557,56,0.323242,0.34105,1,311,3
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
1286,64538,35216,0.545663,0.148874,1.09133,14661,2.37025,4.34379,1,247,3
47,728,632,0.868132,0.376826,1.73626,48,0.356749,0.410939,1,1,1
2000,130117,61777,0.47478,0.112708,0.949561,34170,3.34061,7.03611,2,1,1
3,65,61,0.938462,0.440355,1.87692,2,0.366392,0.390418,1,118,10
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667,1,469,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,62,6
109,2325,1845,0.793548,0.31486,1.5871,240,0.654021,0.824173,1,228,2
188,5156,3400,0.659426,0.217421,1.31885,878,1.258,1.90773,1,12,47
178,4664,3632,0.778731,0.303211,1.55746,516,0.790132,1.01464,1,2,1
61,818,598,0.731051,0.267218,1.4621,110,0.618985,0.846705,1,7,4
1810,102154,70722,0.692308,0.239645,1.38462,15716,1.73336,2.50375,1,9,20
2,61,59,0.967213,0.467751,1.93443,1,0.278957,0.288413,1,103,6
107,1921,1479,0.769912,0.296382,1.53982,221,0.628982,0.816953,1,2,1
57,1422,1272,0.894515,0.400078,1.78903,75,0.417286,0.466495,1,1,1
72,2118,1906,0.899906,0.404915,1.79981,106,0.442623,0.491855,1,1,1
153,4111,2955,0.718803,0.258339,1.43761,578,1.0453,1.45423,1,1,1
34,522,448,0.858238,0.368286,1.71648,37,0.400307,0.466429,1,1,1
52,1782,1654,0.928171,0.43075,1.85634,64,0.378564,0.40786,1,1,1
41,1337,1249,0.934181,0.436347,1.86836,44,0.343255,0.367439,1,30,27
4,67,61,0.910448,0.414458,1.8209,3,0.409275,0.449532,1,1,3
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
37,630,544,0.863492,0.372809,1.72698,43,0.415054,0.480669,1,1,1
238,8936,6436,0.720233,0.259368,1.44047,1250,1.32924,1.84558,1,1,1
45,1592,1498,0.940955,0.442698,1.88191,47,0.326163,0.34663,1,1,1
195,5390,3478,0.645269,0.208186,1.29054,956,1.31377,2.03601,1,26,28
181,2640,1668,0.631818,0.199597,1.26364,486,0.784706,1.24198,1,44,5
3444,254271,117741,0.463053,0.107209,0.926106,68265,3.66704,7.91926,4,1,1
289,8982,6338,0.705633,0.248959,1.41127,1322,1.15707,1.63976,1,151,4
144,3322,2200,0.662252,0.219289,1.3245,561,1.10629,1.6705,1,1,1
56,1906,1776,0.931794,0.43412,1.86359,65,0.353838,0.379739,1,3153,1
3,48,44,0.916667,0.420139,1.83333,2,0.394432,0.430289,1,1,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,18,40
92,993,691,0.695871,0.242118,1.39174,151,0.547579,0.786896,1,23,23
56,1465,1345,0.918089,0.421443,1.83618,60,0.338403,0.368595,1,34,21
631,34682,16246,0.468427,0.109712,0.936855,9218,3.21766,6.86907,1,15,19
4,36,28,0.777778,0.302469,1.55556,4,0.637673,0.819865,1,1477,1
215,7986,5766,0.722014,0.260652,1.44403,1110,1.32298,1.83235,1,20,3
4,94,88,0.93617,0.438207,1.87234,3,0.379224,0.40508,1,21,20
5,74,66,0.891892,0.397736,1.78378,4,0.426653,0.478368,1,2,1
48,893,767,0.858903,0.368857,1.71781,63,0.444714,0.51777,1,5,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,203,3
237,7918,4414,0.557464,0.155383,1.11493,1752,1.89613,3.40136,1,216,4
45,1027,933,0.908471,0.41266,1.81694,47,0.346762,0.381698,1,1,1
68,947,595,0.6283,0.19738,1.2566,176,0.869467,1.38384,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,18,1
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,6,1
736,24703,15073,0.610169,0.186153,1.22034,4815,1.48929,2.44079,1,141,4
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,396,2
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692,1,25,14
196,5555,3161,0.569037,0.161901,1.13807,1197,1.63085,2.86598,1,1,1
51,1641,1491,0.908592,0.41277,1.81718,75,0.457362,0.503374,1,32,18
94,2401,1373,0.571845,0.163503,1.14369,514,1.6175,2.82857,1,1,1
68,3120,2880,0.923077,0.426036,1.84615,120,0.505025,0.54711,1,1,1
3,75,71,0.946667,0.448089,1.89333,2,0.354457,0.374426,1,1090,1
824,43161,24813,0.574894,0.165252,1.14979,9174,2.402,4.17815,1,49,7
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,161,2
463,15296,11908,0.778504,0.303034,1.55701,1694,0.874335,1.1231,1,1,1
82,1639,1273,0.776693,0.301626,1.55339,183,0.694188,0.893774,1,1,1
50,1610,1504,0.934161,0.436329,1.86832,53,0.330517,0.353812,1,2,1
51,1608,1494,0.929104,0.431618,1.85821,57,0.348551,0.375147,1,20,20
45,2093,1939,0.926421,0.429128,1.85284,77,0.515243,0.556165,1,17,27
78,1818,1646,0.905391,0.409866,1.81078,86,0.338227,0.373571,1,350,2
136,3925,3107,0.791592,0.313309,1.58318,409,0.836782,1.05709,1,276,4
3669,254949,113299,0.444399,0.0987451,0.888797,70825,3.57048,8.0344,2,26,25
2,46,44,0.956522,0.457467,1.91304,1,0.299026,0.312618,1,42,3
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212,1,20,30
17937,3107675,1572407,0.505975,0.128006,1.01195,767634,6.59169,13.0277,18,248,3
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545,1,428,2
547,20898,10710,0.512489,0.131323,1.02498,5094,2.15564,4.20621,1,1,1
3,18,12,0.666667,0.222222,1.33333,3,0.782011,1.17302,2,1,1
1346,92724,38540,0.415642,0.0863792,0.831284,27092,4.05214,9.74911,2,5,3
4,20,12,0.6,0.18,1.2,4,0.756304,1.26051,1,224,4
820,34543,13369,0.387025,0.0748941,0.77405,10587,2.84485,7.35055,1,893,2
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545,1,38,19
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382,1,22,24
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,1,1
59,1031,901,0.873909,0.381858,1.74782,65,0.365565,0.41831,1,57,5
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,146,4
51,1721,1617,0.93957,0.441396,1.87914,52,0.31508,0.335344,1,1,1
3,14,8,0.571429,0.163265,1.14286,3,0.850274,1.48798,2,1,1
29,465,409,0.87957,0.386822,1.75914,28,0.361836,0.411378,1,3,3
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765,1,55,10
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,54,2
113,2849,1707,0.599158,0.179495,1.19832,571,1.46261,2.44111,1,1,1
4,62,56,0.903226,0.407908,1.80645,3,0.416819,0.461479,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,4,172
224,9847,6003,0.609627,0.185823,1.21925,1922,2.14866,3.52455,1,44,12
1443,91374,47582,0.520739,0.135585,1.04148,21896,3.05875,5.87387,2,1,3
106,3736,2184,0.584582,0.170868,1.16916,776,2.04918,3.50538,1,53,4
3,30,26,0.866667,0.375556,1.73333,2,0.447019,0.515791,1,30,23
3,75,71,0.946667,0.448089,1.89333,2,0.354457,0.374426,1,1,1
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,1,1
96,2560,1854,0.724219,0.262246,1.44844,353,1.07883,1.48964,1,353,2
3,223,219,0.982063,0.482224,1.96413,2,0.283658,0.288839,1,1,1
50,1779,1679,0.943789,0.445369,1.88758,50,0.307653,0.325976,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,2,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,1,1
138,2880,2196,0.7625,0.290703,1.525,342,0.716355,0.939482,1,2,1
59,751,611,0.813582,0.330958,1.62716,70,0.4125,0.507018,1,108,6
82,2056,1870,0.909533,0.413625,1.81907,93,0.342308,0.376356,1,3200,1
75,1221,903,0.739558,0.273473,1.47912,159,0.686735,0.928575,1,7750,2
66,1315,1121,0.852471,0.363354,1.70494,97,0.471169,0.55271,1,1,1
3,5,1,0.2,0.02,0.4,2,0.856731,4.28366,1,1,1
1470,75746,42590,0.562274,0.158076,1.12455,16578,2.31127,4.11058,1,1,1
129,2076,1576,0.759152,0.288156,1.5183,250,0.584181,0.769518,1,1,1
70,2283,2089,0.915024,0.418635,1.83005,97,0.412575,0.45089,1,33,21
2,94,92,0.978723,0.47895,1.95745,1,0.252816,0.258312,1,1,1
158,3890,2638,0.678149,0.229943,1.3563,626,1.10361,1.62738,1,1,1
42,615,465,0.756098,0.285842,1.5122,75,0.640137,0.846633,1,168,2
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346,1,1,1
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765,1,2,1
208,7865,4871,0.619326,0.191782,1.23865,1497,1.84743,2.98296,1,28,24
71,1331,1151,0.864763,0.373908,1.72953,90,0.405698,0.469144,1,173,3
3,23,17,0.73913,0.273157,1.47826,3,0.724527,0.980242,2,1,1
528,25002,15236,0.609391,0.185679,1.21878,4883,2.1028,3.45066,1,1,1
79,2002,1292,0.645355,0.208241,1.29071,355,1.36103,2.10896,1,1,1
243,7656,4772,0.623302,0.194253,1.2466,1442,1.52782,2.45118,1,1,1
48,645,521,0.807752,0.326232,1.6155,62,0.45963,0.569023,1,1,1
56,1504,1370,0.910904,0.414873,1.82181,67,0.376527,0.413355,1,21,25
55,1010,820,0.811881,0.329576,1.62376,95,0.574847,0.708043,1,1,1
219,8456,3886,0.459555,0.105596,0.919111,2285,2.65679,5.78122,1,1,1
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245,1,1,1
57,1345,1231,0.915242,0.418834,1.83048,57,0.319586,0.349182,1,27,21
4,44,38,0.863636,0.372934,1.72727,3,0.453662,0.525293,1,1,1
2,72,70,0.972222,0.472608,1.94444,1,0.268338,0.276005,1,33,28
101,1301,1079,0.829362,0.343921,1.65872,111,0.352856,0.425455,1,2,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
1096,68011,31349,0.46094,0.106233,0.92188,18331,3.46096,7.50847,2,182,4
40,438,118,0.269406,0.0362899,0.538813,160,1.51374,5.61879,1,1,1
393,9725,7197,0.740051,0.273838,1.4801,1264,0.806504,1.08979,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
3,91,87,0.956044,0.45701,1.91209,2,0.33948,0.355088,1,942,2
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,83,2
718,30894,19144,0.619667,0.191994,1.23933,5875,1.82242,2.94096,1,278,2
54,1830,1720,0.939891,0.441697,1.87978,55,0.312172,0.332136,1,1,1
409,22190,12416,0.559531,0.156538,1.11906,4887,2.74923,4.91346,1,1,1
58,1576,1446,0.917513,0.420915,1.83503,65,0.350453,0.38196,1,60,5
90,1977,1577,0.797673,0.318141,1.59535,200,0.674172,0.845173,1,7,63
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545,1,2,2
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059,1,111,4
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,36,23
43,586,490,0.836177,0.349596,1.67235,48,0.403187,0.482179,1,284,3
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,5,54
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,312,3
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,44,19
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,23,25
605,19154,11876,0.620027,0.192217,1.24005,3639,1.4046,2.26538,1,242,2
222,5608,4000,0.713267,0.254375,1.42653,804,0.966053,1.35441,1,19,36
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,4,161
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,4,1
502,20081,9925,0.494248,0.122141,0.988497,5078,2.35092,4.75655,1,2,1
161,3635,2489,0.684732,0.234429,1.36946,573,0.999546,1.45976,1,1,1
60,1600,1468,0.9175,0.420903,1.835,66,0.343279,0.374146,1,1,1
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,43,16
2,39,37,0.948718,0.450033,1.89744,1,0.312098,0.328968,1,1,1
43,832,718,0.862981,0.372368,1.72596,57,0.453866,0.525928,1,8,67
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,1
654,34019,21727,0.638673,0.203951,1.27735,6146,2.07372,3.24692,1,750,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,2,1
3,40,36,0.9,0.405,1.8,2,0.413364,0.459293,1,72,4
2,74,72,0.972973,0.473338,1.94595,1,0.266658,0.274065,1,79,8
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,433,1
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904,1,16,29
298,7717,4343,0.562783,0.158363,1.12557,1687,1.45622,2.58754,1,3,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1121,1
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634,1,295,2
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,1,1
87,1196,820,0.685619,0.235037,1.37124,188,0.702032,1.02394,1,1,1
57,1444,1316,0.911357,0.415286,1.82271,64,0.355334,0.389895,1,4,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,189,4
60,1569,1445,0.920969,0.424092,1.84194,62,0.323331,0.351077,1,1,1
3,15,11,0.733333,0.268889,1.46667,2,0.553655,0.754984,1,196,3
377,10257,4951,0.482695,0.116497,0.965389,2653,1.75443,3.63466,1,1,1
3,34,30,0.882353,0.389273,1.76471,2,0.43176,0.489328,1,33,28
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,26,22
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634,1,34,21
4102,217849,77591,0.356169,0.0634281,0.712337,70129,3.20266,8.99197,1,2,2
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,518,2
2,57,55,0.964912,0.465528,1.92982,1,0.283539,0.293849,1,20,13
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667,1,87,7
135,3077,2449,0.795905,0.316732,1.59181,314,0.666785,0.83777,1,1109,1
68,2259,2049,0.907039,0.411359,1.81408,105,0.460366,0.507549,1,999,1
41,481,379,0.787942,0.310426,1.57588,51,0.463616,0.588388,1,12,4
60,1025,827,0.806829,0.325487,1.61366,99,0.547964,0.679157,1,51,6
371,13881,9487,0.683452,0.233553,1.3669,2197,1.42955,2.09166,1,2,1
41,922,696,0.754881,0.284922,1.50976,113,0.929481,1.23129,1,80,6
3,65,61,0.938462,0.440355,1.87692,2,0.366392,0.390418,1,41,12
307,10588,7254,0.685115,0.234691,1.37023,1667,1.34911,1.96917,1,1320,1
666,32703,24071,0.736049,0.270884,1.4721,4316,1.43545,1.95021,1,55,4
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,1,1
175,6694,5308,0.792949,0.314384,1.5859,693,1.03509,1.30537,1,20,27
177,5363,3777,0.70427,0.247998,1.40854,793,1.2013,1.70573,1,72,8
2091,104812,37042,0.353414,0.0624506,0.706827,33885,3.22785,9.13336,1,54,7
544,20263,12461,0.614963,0.18909,1.22993,3901,1.66506,2.70758,1,1,1
221,5608,3890,0.693652,0.240576,1.3873,859,1.03681,1.49471,1,1,1
386,16721,10017,0.599067,0.179441,1.19813,3352,2.0562,3.43234,1,1,1
49,920,810,0.880435,0.387583,1.76087,55,0.378661,0.430084,1,1,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,25,31
2,83,81,0.975904,0.476194,1.95181,1,0.259838,0.266253,1,2,2
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,149,4
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,423,3
77,1683,1283,0.762329,0.290573,1.52466,200,0.805061,1.05605,1,7,21
41,1070,984,0.919626,0.422856,1.83925,43,0.346156,0.37641,1,1,1
38,905,819,0.904972,0.409488,1.80994,43,0.382661,0.422843,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,45,10
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,137,6
137,2657,1809,0.680843,0.231774,1.36169,424,0.903735,1.32738,1,296,3
161,3266,2772,0.848745,0.360184,1.69749,247,0.436567,0.514368,1,28,26
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1449,1
