Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
64,2012,1854,0.921471,0.424555,1.84294,79,0.373618,0.405458,1,70,7
50,670,566,0.844776,0.356823,1.68955,52,0.367917,0.43552,1,194,3
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
946,28432,18270,0.642586,0.206458,1.28517,5081,1.20594,1.8767,1,22,23
65,1767,1495,0.846067,0.357914,1.69213,136,0.644286,0.761507,1,1061,1
65,1045,851,0.814354,0.331586,1.62871,97,0.494218,0.606884,1,1,1
58,812,640,0.788177,0.310612,1.57635,86,0.509523,0.646458,1,78,3
666,30683,14115,0.460027,0.105812,0.920053,8284,2.77216,6.02608,1,32,12
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,1,1
2,67,65,0.970149,0.470595,1.9403,1,0.27285,0.281245,1,1,1
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,39,17
3631,526115,206093,0.391726,0.0767247,0.783452,160011,7.70274,19.6636,4,4,2
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,4,1
1047,65049,34575,0.531522,0.141258,1.06304,15237,3.02353,5.68844,1,205,2
60,2137,2007,0.939167,0.441017,1.87833,65,0.325325,0.346397,1,1316,1
259,7000,4866,0.695143,0.241612,1.39029,1067,1.0714,1.54126,1,1,1
168,3316,2582,0.778649,0.303147,1.5573,367,0.620472,0.796857,1,910,1
76,1603,1235,0.77043,0.296782,1.54086,184,0.75535,0.980427,1,66,5
2,44,42,0.954545,0.455579,1.90909,1,0.302441,0.316843,1,638,1
6,167,153,0.916168,0.419682,1.83234,7,0.524272,0.572244,1,27,36
66,1192,1022,0.857383,0.367552,1.71477,85,0.418599,0.488229,1,1,1
534,28347,19805,0.698663,0.244065,1.39733,4271,1.79631,2.57107,1,168,3
85,1744,1442,0.826835,0.341828,1.65367,151,0.54799,0.662756,1,28,9
772,32519,17059,0.524586,0.137595,1.04917,7730,2.21911,4.23021,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,143,3
1126,75265,25787,0.342616,0.0586929,0.685232,24739,4.50533,13.1498,2,281,2
52,2026,1920,0.94768,0.449049,1.89536,53,0.308218,0.325234,1,188,5
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
1856,113068,51872,0.458768,0.105234,0.917536,30598,3.26239,7.1112,2,3,3
24,372,324,0.870968,0.379292,1.74194,24,0.388847,0.446453,1,1,1
78,1651,1233,0.74682,0.27887,1.49364,209,0.832653,1.11493,1,29,26
2,79,77,0.974684,0.475004,1.94937,1,0.262731,0.269555,1,2,1
139,2511,1515,0.603345,0.182013,1.20669,498,1.05374,1.74649,1,1,1
54,1021,861,0.843291,0.35557,1.68658,80,0.492276,0.583756,1,6775,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,34,19
66,1100,892,0.810909,0.328787,1.62182,104,0.518037,0.638835,1,67,6
691,13308,4318,0.324466,0.0526393,0.648933,4495,1.57731,4.86125,1,31,25
3,9,5,0.555556,0.154321,1.11111,2,0.666667,1.2,1,55,3
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
191,6255,5031,0.804317,0.323463,1.60863,612,0.84403,1.04938,1,29,24
80,1373,1115,0.81209,0.329745,1.62418,129,0.513865,0.632768,1,46,4
117,1932,1436,0.743271,0.276226,1.48654,248,0.645012,0.867801,1,1,1
219,7705,4413,0.572745,0.164018,1.14549,1646,1.93371,3.37621,1,1,1
50,1365,1261,0.92381,0.426712,1.84762,52,0.331691,0.359047,1,31,19
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346,1,2,8
300,8243,6247,0.757855,0.287172,1.51571,998,0.849476,1.1209,1,800,1
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,2,1
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592,1,34,13
2,45,43,0.955556,0.456543,1.91111,1,0.300705,0.314692,1,1,1
52,1016,892,0.877953,0.385401,1.75591,62,0.396468,0.451583,1,11,12
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,23,18
99,1492,1020,0.683646,0.233686,1.36729,236,0.751038,1.09858,1,3,227
154,3314,2150,0.648763,0.210447,1.29753,582,1.07349,1.65468,1,89,3
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357,1,1,1
101,2892,2630,0.909405,0.413509,1.81881,131,0.374718,0.412047,1,95,7
2656,173340,94408,0.544641,0.148317,1.08928,39466,2.83632,5.20769,1,1,1
115,2045,1391,0.680196,0.231333,1.36039,327,0.858822,1.26261,1,1,1
138,3016,2136,0.708223,0.25079,1.41645,440,0.91632,1.29383,1,1,1
2,43,41,0.953488,0.45457,1.90698,1,0.304238,0.319078,1,1,1
421,17650,11152,0.631841,0.199612,1.26368,3249,1.81723,2.87608,1,1,1
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744,1,17,9
2,62,60,0.967742,0.468262,1.93548,1,0.27788,0.287142,1,1,1
199,5949,4847,0.814759,0.331916,1.62952,551,0.733563,0.900343,1,1,1
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904,1,84,6
90,2014,1698,0.843098,0.355407,1.6862,158,0.531298,0.630174,1,520,1
61,2198,2066,0.939945,0.441749,1.87989,66,0.323727,0.34441,1,320,4
54,1256,1140,0.907643,0.411908,1.81529,58,0.34655,0.381813,1,133,5
52,1299,1193,0.918399,0.421728,1.8368,53,0.327312,0.356394,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,125,4
28,241,117,0.485477,0.117844,0.970954,62,0.928883,1.91334,1,3,377
404,15557,11079,0.712155,0.253583,1.42431,2239,1.32208,1.85644,1,1,1
49,549,389,0.708561,0.251029,1.41712,80,0.59578,0.840831,1,43,3
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,60,4
3,23,17,0.73913,0.273157,1.47826,3,0.724527,0.980242,2,203,4
862,62907,29369,0.466864,0.108981,0.933728,16769,4.05393,8.68332,1,445,2
7,153,141,0.921569,0.424644,1.84314,6,0.391833,0.425181,1,676,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706,1,100,8
3,38,34,0.894737,0.400277,1.78947,2,0.419007,0.468302,1,1,1
127,2082,1658,0.79635,0.317086,1.5927,212,0.502997,0.631629,1,1419,1
48,1406,1262,0.897582,0.402827,1.79516,72,0.476448,0.530813,1,1,1
478,29772,24868,0.835281,0.348848,1.67056,2452,1.1466,1.37272,1,185,4
3,39,35,0.897436,0.402696,1.79487,2,0.416131,0.463689,1,1563,1
219,8226,7506,0.912473,0.416303,1.82495,360,0.419855,0.460129,1,725,1
28,908,852,0.938326,0.440228,1.87665,28,0.338002,0.360218,1,1,1
1000,70474,37486,0.531912,0.141465,1.06382,16494,3.4022,6.39617,1,1,1
3,15,11,0.733333,0.268889,1.46667,2,0.553655,0.754984,1,127,3
50,1483,1379,0.929872,0.432331,1.85974,52,0.327927,0.352659,1,3,1
2084,167101,81027,0.484898,0.117563,0.969797,43037,3.9539,8.15408,2,9,38
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,138,5
189,4382,3290,0.750799,0.281849,1.5016,546,0.793265,1.05656,1,1,1
376,11999,6971,0.580965,0.16876,1.16193,2514,1.6391,2.82133,1,20,27
245,10665,4893,0.45879,0.105244,0.917581,2886,2.92443,6.37421,1,2,1
147,4188,1942,0.463706,0.107512,0.927412,1123,2.10912,4.5484,1,4,1
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,1,1
2,41,39,0.95122,0.452409,1.90244,1,0.308024,0.32382,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,24,15
2563,180388,109388,0.606404,0.183863,1.21281,35500,2.63516,4.34555,3,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,999,1
3,10,4,0.4,0.08,0.8,3,0.960253,2.40063,2,132,6
4,164,158,0.963415,0.464084,1.92683,3,0.338221,0.351065,1,4,216
46,1208,1086,0.899007,0.404106,1.79801,61,0.430209,0.478538,1,425,2
5,44,36,0.818182,0.334711,1.63636,4,0.483906,0.591441,1,1,1
2079,152426,68310,0.448152,0.10042,0.896304,42058,3.90308,8.70928,3,53,4
71,2337,2067,0.884467,0.391141,1.76893,135,0.56441,0.638135,1,23,16
3,43,39,0.906977,0.411303,1.81395,2,0.40565,0.447255,1,25,25
51,1111,997,0.89739,0.402654,1.79478,57,0.36691,0.408864,1,1,1
46,1238,1120,0.904685,0.409227,1.80937,59,0.414672,0.45836,1,318,3
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,24,23
226,5432,3558,0.655007,0.214517,1.31001,937,1.11003,1.69469,1,1,1
194,5540,3666,0.661733,0.218945,1.32347,937,1.29018,1.9497,1,1,1
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,7588,1
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,31,12
3,22,16,0.727273,0.264463,1.45455,3,0.734361,1.00975,2,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,124,1
104,1817,1357,0.746835,0.278882,1.49367,230,0.678471,0.908461,1,2,1
667,22174,10162,0.458284,0.105012,0.916569,6006,2.07197,4.52114,1,1,1
52,1204,1090,0.905316,0.409798,1.81063,57,0.35578,0.39299,1,1,1
39,1027,943,0.918208,0.421553,1.83642,42,0.357545,0.389394,1,167,6
71,2209,1983,0.897691,0.402925,1.79538,113,0.475886,0.530122,1,1039,1
34,1108,1040,0.938628,0.440511,1.87726,34,0.328415,0.349888,1,60,11
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346,1,1,1
600,50774,29720,0.585339,0.171311,1.17068,10527,3.7285,6.36981,1,2,1
3,74,70,0.945946,0.447407,1.89189,2,0.355544,0.375861,1,1,1
59,1280,1108,0.865625,0.374653,1.73125,86,0.46906,0.541874,1,142,5
152,4090,2544,0.622005,0.193445,1.24401,773,1.40802,2.26368,1,16,20
2,31,29,0.935484,0.437565,1.87097,1,0.332193,0.355103,1,2,1
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585,1,237,2
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427,1,1,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,19,18
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585,1,441,2
36,1482,1398,0.94332,0.444926,1.88664,42,0.367901,0.390007,1,1,1
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357,1,38,19
48,648,544,0.839506,0.352385,1.67901,52,0.38522,0.458865,1,1,1
3,58,52,0.896552,0.401902,1.7931,3,0.5647,0.629858,2,1,1
3,101,97,0.960396,0.46118,1.92079,2,0.331906,0.345593,1,185,3
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
167,3664,2642,0.72107,0.259971,1.44214,511,0.858534,1.19064,1,16,41
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,24,20
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1314,1
3,99,95,0.959596,0.460412,1.91919,2,0.333333,0.347368,1,1,1
47,1051,953,0.906755,0.411103,1.81351,49,0.344986,0.380462,1,25,29
2,39,37,0.948718,0.450033,1.89744,1,0.312098,0.328968,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,85,11
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,149,2
44,1146,1058,0.923211,0.426159,1.84642,44,0.326844,0.35403,1,2,1
2,81,79,0.975309,0.475613,1.95062,1,0.261258,0.267873,1,1,1
498,20610,11136,0.54032,0.145973,1.08064,4737,2.20487,4.08068,1,64,6
203,3392,2268,0.668632,0.223534,1.33726,562,0.78414,1.17275,1,261,3
3,9,5,0.555556,0.154321,1.11111,2,0.666667,1.2,1,24,25
51,1347,1227,0.910913,0.414881,1.82183,60,0.375906,0.41267,1,46,9
475,26449,18767,0.709554,0.251734,1.41911,3841,1.82848,2.57694,1,1,1
176,3824,3024,0.790795,0.312678,1.58159,400,0.634374,0.802197,1,187,2
3,10,6,0.6,0.18,1.2,2,0.640168,1.06695,1,794,1
1145,52270,37930,0.725655,0.263288,1.45131,7170,1.32719,1.82895,1,1,1
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059,1,7,75
3,18,12,0.666667,0.222222,1.33333,3,0.782011,1.17302,2,32,20
2,54,52,0.962963,0.463649,1.92593,1,0.287296,0.298346,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
35,752,684,0.909574,0.413663,1.81915,34,0.337677,0.371248,1,1,1
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,1,1
45,1850,1758,0.95027,0.451507,1.90054,46,0.312854,0.329227,1,1,1
465,18981,13105,0.690427,0.238345,1.38085,2938,1.47681,2.13897,1,27,8
46,1288,1180,0.916149,0.419665,1.8323,54,0.377433,0.411978,1,1,1
1935,106348,56152,0.528002,0.139393,1.056,25098,2.58031,4.88693,1,26,26
4,32,26,0.8125,0.330078,1.625,3,0.493904,0.607882,1,1,1
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617,1,35,22
204,5596,3882,0.69371,0.240617,1.38742,857,1.12087,1.61577,1,1,1
63,1740,1248,0.717241,0.257218,1.43448,246,1.20488,1.67988,1,6,2
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,6,5
40,1313,1227,0.934501,0.436646,1.869,43,0.344706,0.368867,1,1,1
56,988,838,0.848178,0.359703,1.69636,75,0.447145,0.527182,1,1,1
3,14,10,0.714286,0.255102,1.42857,2,0.566849,0.793589,1,17,29
69,1754,1552,0.884835,0.391466,1.76967,101,0.451185,0.509908,1,35,19
1394,84760,44716,0.52756,0.13916,1.05512,20022,2.91445,5.52439,1,91,5
40,862,754,0.87471,0.382559,1.74942,54,0.459808,0.525669,1,2,2
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,40,7
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,4,3
2,60,58,0.966667,0.467222,1.93333,1,0.28006,0.289718,1,153,9
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,2,2
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091,1,886,1
55,1913,1789,0.93518,0.437281,1.87036,62,0.343477,0.367285,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,29,23
1029,75796,44844,0.591641,0.175019,1.18328,15476,3.08216,5.2095,1,1,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,1,1
5911,465770,105708,0.226953,0.0257539,0.453906,180031,5.37333,23.6759,1,15,4
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,2,1
385,21086,17160,0.81381,0.331143,1.62762,1963,1.17916,1.44894,1,63,8
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,49,16
3,36,32,0.888889,0.395062,1.77778,2,0.425115,0.478255,1,411,2
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,1,1
95,2074,1468,0.707811,0.250498,1.41562,303,0.961548,1.35848,1,1,1
135,2744,1974,0.719388,0.258759,1.43878,385,0.829378,1.15289,1,172,4
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,253,3
12,109,19,0.174312,0.0151923,0.348624,45,1.83698,10.5385,1,507,1
4,20,14,0.7,0.245,1.4,3,0.567228,0.810326,1,1,1
96,3641,3195,0.877506,0.385009,1.75501,223,0.652259,0.74331,1,14,20
53,857,743,0.866978,0.375825,1.73396,57,0.366619,0.42287,1,1014,1
3,12,6,0.5,0.125,1.0,3,0.897712,1.79542,2,1,1
427,13576,7668,0.56482,0.159511,1.12964,2954,1.67393,2.96365,1,714,1
2,73,71,0.972603,0.472978,1.94521,1,0.26749,0.275024,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,32,27
43,1470,1378,0.937415,0.439373,1.87483,46,0.33772,0.360268,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,2,1
2,64,62,0.96875,0.469238,1.9375,1,0.275799,0.284696,1,277,2
5,65,55,0.846154,0.357988,1.69231,5,0.549588,0.649513,1,207,3
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,1,1
46,1399,1271,0.908506,0.412692,1.81701,64,0.442228,0.486763,1,1,1
3,29,25,0.862069,0.371581,1.72414,2,0.451328,0.523541,1,1,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,1,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,875,1
271,7628,5732,0.751442,0.282333,1.50288,948,0.901013,1.19905,1,38,42
2775,257116,64460,0.250704,0.0314262,0.501408,96328,6.41626,25.593,2,1,1
35,416,342,0.822115,0.337937,1.64423,37,0.403469,0.490769,1,1,1
43,1035,909,0.878261,0.385671,1.75652,63,0.485884,0.553235,1,184,2
3,12,6,0.5,0.125,1.0,3,0.897712,1.79542,2,498,1
67,1806,1640,0.908084,0.412308,1.81617,83,0.380357,0.418856,1,41,14
145,3282,2180,0.664229,0.2206,1.32846,551,1.08069,1.62698,1,2660,1
726,51461,42655,0.82888,0.343521,1.65776,4403,1.28722,1.55297,1,56,6
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,179,5
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,337,3
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,1,1
623,32628,22882,0.701299,0.24591,1.4026,4873,1.73295,2.47105,1,87,7
563,25691,18177,0.707524,0.250295,1.41505,3757,1.51326,2.13881,1,10,62
54,1217,1095,0.899753,0.404778,1.79951,61,0.366092,0.40688,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,49,11
75,2331,1783,0.764908,0.292542,1.52982,274,1.08481,1.41822,1,318,4
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,1,1
16,66,16,0.242424,0.0293848,0.484848,25,0.85566,3.5296,1,8,1
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,1
32489,8373062,3906248,0.466526,0.108823,0.933051,2233407,9.92989,21.2848,33,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
613,18024,10598,0.587994,0.172868,1.17599,3713,1.42323,2.42049,1,1,1
178,4861,3541,0.728451,0.26532,1.4569,660,1.00571,1.38061,1,1,1
2,29,27,0.931034,0.433413,1.86207,1,0.338496,0.36357,1,1284,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
63,1483,1265,0.853001,0.363805,1.706,109,0.545545,0.639559,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,34,15
54,1339,1173,0.876027,0.383712,1.75205,83,0.491521,0.56108,1,1,1
3,26,22,0.846154,0.357988,1.69231,2,0.465756,0.550439,1,1,1
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,1,1
44,1592,1494,0.938442,0.440337,1.87688,49,0.347771,0.370583,1,171,4
952,58225,32595,0.559811,0.156694,1.11962,12815,2.82493,5.04622,1,15,21
3,9,5,0.555556,0.154321,1.11111,2,0.666667,1.2,1,1,1
4,51,45,0.882353,0.389273,1.76471,3,0.437062,0.495337,1,671,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,81,5
914,52596,34016,0.646741,0.209137,1.29348,9290,2.15298,3.32896,1,2,1
505,16857,9093,0.53942,0.145487,1.07884,3882,1.81866,3.37151,1,2,1
285,8280,5750,0.694444,0.241127,1.38889,1265,1.13285,1.6313,1,860,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,95,2
3,91,87,0.956044,0.45701,1.91209,2,0.33948,0.355088,1,20,34
3,18,14,0.777778,0.302469,1.55556,2,0.521341,0.670296,1,1,1
133,3069,2387,0.777778,0.302469,1.55556,341,0.735248,0.945318,1,1,1
91,1884,1606,0.852442,0.363328,1.70488,139,0.466359,0.547087,1,2,1
31,1103,1039,0.941976,0.44366,1.88395,32,0.339227,0.360123,1,1302,1
6547,488146,258928,0.530431,0.140679,1.06086,114609,3.07733,5.80157,1,457,2
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,55,8
52,949,843,0.888303,0.394542,1.77661,53,0.342285,0.385325,1,209,3
2,84,82,0.97619,0.476474,1.95238,1,0.259145,0.265466,1,395,2
55,1457,1333,0.914894,0.418515,1.82979,62,0.356308,0.389453,1,70,9
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,479,1
52,1250,1142,0.9136,0.417332,1.8272,54,0.335284,0.366992,1,2,1
976,63844,37832,0.592569,0.175569,1.18514,13006,2.77325,4.68004,1,1,1
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,1,1
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1,1
243,8083,4513,0.558332,0.155867,1.11666,1785,1.87983,3.36687,1,24,16
906,54084,34770,0.642889,0.206653,1.28578,9657,2.25201,3.50296,1,64,8
48,1505,1409,0.936213,0.438247,1.87243,48,0.314681,0.336121,1,94,9
55,864,666,0.770833,0.297092,1.54167,99,0.612867,0.795071,1,2,1
55,667,195,0.292354,0.0427354,0.584708,236,1.51903,5.19585,1,1,1
357,18760,10092,0.537953,0.144697,1.07591,4334,2.84094,5.28101,1,1,1
91,3554,3334,0.938098,0.440014,1.8762,110,0.340424,0.362888,1,1,1
4430,352478,214804,0.609411,0.185691,1.21882,68837,2.80124,4.59663,1,1,1
346,11721,6453,0.55055,0.151553,1.1011,2634,1.87091,3.39825,1,1,1
279,11601,7917,0.682441,0.232863,1.36488,1842,1.62433,2.38018,1,222,4
608,25767,13635,0.529165,0.140008,1.05833,6066,2.2618,4.27428,1,1,1
60,1432,1230,0.858939,0.368888,1.71788,101,0.533334,0.620922,1,1,1
123,2556,2038,0.79734,0.317875,1.59468,259,0.617916,0.774972,1,684,1
596,24854,16012,0.644242,0.207524,1.28848,4421,1.68762,2.61954,1,47,17
2139,130513,60509,0.463624,0.107474,0.927249,35002,3.19875,6.89945,3,40,20
546,22537,14899,0.661091,0.21852,1.32218,3819,1.60686,2.43061,1,1,1
106,1899,1553,0.817799,0.334397,1.6356,173,0.497773,0.608674,1,1,1
43,1225,1075,0.877551,0.385048,1.7551,75,0.564737,0.643538,1,1,1
661,34289,26879,0.783896,0.307246,1.56779,3705,1.23593,1.57665,1,1,1
44,1518,1428,0.940711,0.442469,1.88142,45,0.321455,0.341715,1,19,8
58,1621,1425,0.879087,0.386397,1.75817,98,0.526364,0.598762,1,397,2
477,20346,12040,0.591763,0.175091,1.18353,4153,2.02077,3.41484,1,261,2
456,11993,7603,0.633953,0.200948,1.26791,2195,1.1801,1.8615,1,2,1
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,1,1
50,1775,1663,0.936901,0.438892,1.8738,56,0.344674,0.367888,1,595,1
211,6137,3923,0.639237,0.204312,1.27847,1107,1.38501,2.16666,1,2,1
53,681,565,0.829662,0.34417,1.65932,58,0.386176,0.465462,1,385,2
2,59,57,0.966102,0.466676,1.9322,1,0.281191,0.291057,1,151,6
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
77,3054,2348,0.768828,0.295548,1.53766,353,1.31547,1.711,1,1,1
4,17,5,0.294118,0.0432526,0.588235,6,1.19496,4.06286,3,69,9
3234,331584,163228,0.492267,0.121164,0.984535,84178,4.7149,9.57793,1,121,6
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,3,1
2725,300551,111273,0.37023,0.0685351,0.74046,94639,6.33998,17.1244,1,7,6
7163,888027,182107,0.205069,0.0210267,0.410138,352960,8.28378,40.395,8,182,2
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
46,1179,1081,0.916879,0.420333,1.83376,49,0.346764,0.3782,1,143,5
351,8668,2302,0.265575,0.0352649,0.531149,3183,2.30281,8.67103,1,3084,1
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686,1,1,1
3,26,22,0.846154,0.357988,1.69231,2,0.465756,0.550439,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
297,8324,5748,0.690533,0.238418,1.38107,1288,1.10619,1.60194,1,1,1
46,1013,841,0.830207,0.344622,1.66041,86,0.621937,0.749134,1,1,1
53,1230,1108,0.900813,0.405732,1.80163,61,0.372442,0.413451,1,277,3
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,2,1
3,23,19,0.826087,0.34121,1.65217,2,0.483018,0.584706,1,33,23
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,3032,1
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,36,21
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,645,3
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592,1,1,1
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,158,3
2,77,75,0.974026,0.474363,1.94805,1,0.264257,0.271304,1,1,1
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427,1,166,4
342,15109,5625,0.372295,0.0693017,0.744589,4742,3.31769,8.91146,1,137,5
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,527,3
2,77,75,0.974026,0.474363,1.94805,1,0.264257,0.271304,1,1,1
54,1811,1699,0.938156,0.440068,1.87631,56,0.318289,0.339271,1,1,1
43,1333,1247,0.935484,0.437565,1.87097,43,0.319984,0.342052,1,72,3
63,1048,858,0.818702,0.335137,1.6374,95,0.499189,0.609731,1,1,1
47,782,686,0.877238,0.384773,1.75448,48,0.352924,0.402312,1,1,1
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895,1,275,2
503,25115,18423,0.733546,0.269045,1.46709,3346,1.51186,2.06102,1,624,1
6,61,43,0.704918,0.248455,1.40984,9,0.836871,1.18719,1,125,3
2,53,51,0.962264,0.462976,1.92453,1,0.288618,0.299936,1,16,17
52,2107,1973,0.936402,0.438425,1.8728,67,0.387639,0.413966,1,1,1
790,37668,23734,0.630084,0.198503,1.26017,6967,1.92723,3.05869,1,2202,1
119,2240,1706,0.761607,0.290023,1.52321,267,0.669672,0.879288,1,77,5
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,2,1
47,1541,1427,0.926022,0.428758,1.85204,57,0.380406,0.410796,1,1009,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,33,24
62,992,844,0.850806,0.361936,1.70161,74,0.398254,0.468091,1,237,3
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585,1,1,1
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,284,3
41,532,434,0.815789,0.332756,1.63158,49,0.438299,0.53727,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,30,25
162,3744,2940,0.785256,0.308314,1.57051,402,0.694421,0.884324,1,1,1
273,7512,5386,0.716986,0.257035,1.43397,1063,1.00463,1.40119,1,1,1
209,5102,4188,0.820855,0.336901,1.64171,457,0.589726,0.71843,1,269,2
99,1323,889,0.671958,0.225764,1.34392,217,0.702113,1.04488,1,4,85
100,1499,1177,0.78519,0.308262,1.57038,161,0.506912,0.645592,1,1,1
